PolicyNumber;Make;Sex;MaritalStatus;Age;VehicleCategory;VehiclePrice;Deductible;DriverRating;PastNumberOfClaims;AgeOfVehicle;AgentType;NumberOfCars;BasePolicy;FraudFound_P
9766;Mazda;Male;Married;45;Sport;20000 to 29000;400;4;2 to 4;7 years;External;1 vehicle;Liability;0
26737;Honda;Male;Single;0;Sedan;more than 69000;400;4;none;new;External;1 vehicle;Collision;0
33417;Chevrolet;Male;Married;36;Sport;20000 to 29000;400;4;2 to 4;7 years;External;1 vehicle;Liability;0
1299;Pontiac;Male;Married;32;Sedan;less than 20000;400;2;1;5 years;External;1 vehicle;All Perils;0
5570;Toyota;Female;Married;46;Sedan;20000 to 29000;400;3;more than 4;7 years;External;2 vehicles;Collision;0
31842;Honda;Male;Married;45;Sport;20000 to 29000;400;2;2 to 4;7 years;External;1 vehicle;Liability;0
26355;Dodge;Male;Single;35;Sedan;20000 to 29000;400;2;none;7 years;External;1 vehicle;Collision;0
20054;Pontiac;Male;Married;62;Sedan;20000 to 29000;400;4;2 to 4;more than 7;External;3 to 4;All Perils;0
27368;Honda;Male;Single;26;Sedan;20000 to 29000;400;4;2 to 4;6 years;External;1 vehicle;Collision;0
19008;Mazda;Female;Single;30;Sedan;20000 to 29000;400;1;none;6 years;External;1 vehicle;Collision;0
15189;Pontiac;Male;Married;53;Sport;20000 to 29000;400;2;2 to 4;7 years;External;1 vehicle;Liability;0
40604;Pontiac;Male;Married;48;Sedan;20000 to 29000;400;2;none;more than 7;External;1 vehicle;All Perils;0
25597;Mazda;Male;Married;42;Sport;30000 to 39000;400;4;1;7 years;External;1 vehicle;Liability;0
36894;Mazda;Female;Married;69;Sedan;20000 to 29000;400;2;2 to 4;more than 7;External;1 vehicle;Collision;0
25347;Honda;Male;Married;63;Sedan;less than 20000;400;2;more than 4;7 years;External;1 vehicle;All Perils;0
8255;Pontiac;Male;Married;38;Sedan;less than 20000;400;4;none;7 years;External;1 vehicle;Collision;0
18694;Chevrolet;Male;Married;32;Sport;more than 69000;400;4;none;7 years;External;1 vehicle;Liability;0
7173;Pontiac;Male;Married;32;Sedan;20000 to 29000;400;2;1;6 years;External;1 vehicle;Collision;0
46499;Toyota;Male;Married;48;Sedan;30000 to 39000;400;1;1;5 years;External;1 vehicle;All Perils;0
40228;Mazda;Male;Single;37;Sedan;20000 to 29000;400;1;none;more than 7;External;1 vehicle;All Perils;0
10579;Mazda;Male;Married;30;Sport;more than 69000;400;4;none;7 years;External;1 vehicle;Collision;0
26268;Mazda;Male;Single;35;Sedan;20000 to 29000;400;1;1;6 years;External;1 vehicle;Collision;0
13430;Ford;Male;Married;65;Sedan;30000 to 39000;400;3;2 to 4;5 years;External;1 vehicle;Collision;0
41951;Pontiac;Male;Single;63;Sport;20000 to 29000;400;2;more than 4;more than 7;External;1 vehicle;Liability;0
22508;Chevrolet;Female;Married;48;Sedan;20000 to 29000;400;3;more than 4;7 years;External;1 vehicle;All Perils;0
5824;Mazda;Male;Married;41;Sedan;20000 to 29000;400;1;none;7 years;External;2 vehicles;Collision;0
22893;Toyota;Male;Married;54;Sport;20000 to 29000;400;4;2 to 4;7 years;External;1 vehicle;Liability;0
3539;Pontiac;Male;Single;75;Utility;40000 to 59000;400;4;2 to 4;more than 7;External;1 vehicle;All Perils;0
31018;Honda;Female;Single;26;Sport;20000 to 29000;400;3;more than 4;6 years;External;1 vehicle;Liability;0
5561;Toyota;Male;Married;45;Sport;20000 to 29000;400;3;none;7 years;External;2 vehicles;Liability;0
41051;Toyota;Female;Single;78;Sedan;less than 20000;400;3;none;more than 7;External;1 vehicle;All Perils;0
44232;Chevrolet;Male;Single;24;Sedan;20000 to 29000;400;3;1;5 years;External;1 vehicle;Collision;0
41391;VW;Male;Married;34;Sedan;40000 to 59000;700;2;2 to 4;7 years;External;1 vehicle;Collision;0
6566;Mazda;Female;Single;26;Sedan;20000 to 29000;400;4;2 to 4;6 years;External;1 vehicle;Collision;0
26990;Chevrolet;Male;Married;41;Sport;20000 to 29000;400;1;more than 4;7 years;External;1 vehicle;Liability;0
46222;Chevrolet;Male;Married;33;Sport;20000 to 29000;400;4;none;6 years;External;1 vehicle;Liability;0
28639;Mazda;Male;Single;37;Sport;more than 69000;400;2;none;more than 7;External;1 vehicle;Collision;0
23580;Chevrolet;Male;Married;58;Sedan;more than 69000;400;4;1;more than 7;External;1 vehicle;Collision;0
46733;Toyota;Female;Single;39;Sedan;20000 to 29000;400;1;2 to 4;7 years;External;1 vehicle;Collision;0
38257;Pontiac;Male;Single;48;Sedan;20000 to 29000;400;1;none;7 years;External;1 vehicle;Collision;0
860;Toyota;Male;Married;70;Sport;20000 to 29000;400;1;more than 4;more than 7;External;1 vehicle;Liability;0
42421;Honda;Male;Married;40;Sedan;less than 20000;400;4;none;7 years;External;1 vehicle;All Perils;0
21066;Honda;Male;Single;21;Sedan;20000 to 29000;400;1;1;5 years;External;1 vehicle;Collision;0
5051;Chevrolet;Male;Married;36;Sedan;20000 to 29000;400;1;2 to 4;7 years;External;1 vehicle;All Perils;0
13917;Toyota;Male;Married;54;Sedan;40000 to 59000;400;3;1;6 years;External;1 vehicle;Collision;0
4316;Toyota;Male;Married;54;Sport;30000 to 39000;400;4;1;more than 7;External;1 vehicle;Liability;0
46839;Honda;Male;Single;30;Sport;more than 69000;400;3;none;6 years;External;1 vehicle;Collision;0
3489;Toyota;Male;Single;34;Sedan;20000 to 29000;400;3;1;6 years;External;2 vehicles;Collision;0
42468;Ford;Male;Married;60;Sport;30000 to 39000;400;4;1;7 years;External;1 vehicle;Liability;0
34992;Toyota;Female;Married;35;Sport;20000 to 29000;400;4;none;6 years;External;2 vehicles;Liability;0
29082;Toyota;Male;Married;40;Sedan;20000 to 29000;400;3;none;6 years;External;1 vehicle;All Perils;1
46713;Chevrolet;Male;Divorced;34;Sedan;more than 69000;400;1;2 to 4;7 years;External;1 vehicle;All Perils;0
32405;Pontiac;Male;Single;34;Sedan;less than 20000;400;2;none;6 years;External;1 vehicle;Collision;0
46127;Pontiac;Male;Married;29;Sedan;20000 to 29000;400;3;1;4 years;External;1 vehicle;Collision;0
10267;Toyota;Female;Single;28;Sedan;20000 to 29000;400;4;none;4 years;External;1 vehicle;Collision;0
46596;Pontiac;Male;Married;41;Sport;30000 to 39000;400;1;2 to 4;7 years;External;1 vehicle;Liability;0
30158;Saab;Male;Married;50;Sedan;20000 to 29000;400;3;1;7 years;External;1 vehicle;Collision;0
4511;Pontiac;Male;Single;34;Sport;20000 to 29000;700;2;more than 4;7 years;External;1 vehicle;Liability;0
13666;Honda;Male;Married;37;Sport;more than 69000;400;1;2 to 4;3 years;External;1 vehicle;Collision;0
7119;Chevrolet;Male;Married;50;Sport;30000 to 39000;400;4;2 to 4;more than 7;External;1 vehicle;Liability;0
38754;Chevrolet;Male;Married;44;Sport;30000 to 39000;400;3;1;more than 7;External;2 vehicles;Liability;0
2206;Mazda;Male;Married;52;Sedan;30000 to 39000;400;3;none;more than 7;External;1 vehicle;Collision;0
6060;Honda;Male;Single;0;Sport;more than 69000;400;2;2 to 4;new;External;1 vehicle;Liability;0
36394;Mazda;Male;Married;67;Sedan;20000 to 29000;400;1;1;more than 7;External;1 vehicle;All Perils;0
25929;Toyota;Male;Single;28;Sedan;20000 to 29000;400;3;1;6 years;External;1 vehicle;Collision;0
26103;Honda;Male;Married;58;Sport;more than 69000;400;1;none;more than 7;External;1 vehicle;Collision;0
44660;Honda;Male;Married;57;Sport;20000 to 29000;400;2;1;7 years;External;1 vehicle;Liability;0
812;Pontiac;Male;Married;46;Sedan;20000 to 29000;400;2;2 to 4;more than 7;External;1 vehicle;All Perils;0
3744;Chevrolet;Male;Married;41;Sport;more than 69000;400;4;more than 4;7 years;External;1 vehicle;Liability;0
4147;Pontiac;Male;Single;30;Sedan;30000 to 39000;400;1;none;7 years;External;1 vehicle;All Perils;0
5351;Chevrolet;Male;Married;60;Sedan;20000 to 29000;400;3;2 to 4;7 years;External;1 vehicle;Collision;1
24191;Toyota;Female;Single;24;Sport;less than 20000;400;2;none;4 years;External;1 vehicle;Liability;0
12253;Pontiac;Male;Married;54;Sedan;less than 20000;400;4;2 to 4;more than 7;External;1 vehicle;All Perils;1
12236;Pontiac;Male;Married;41;Utility;more than 69000;400;4;2 to 4;7 years;External;1 vehicle;All Perils;0
23392;Chevrolet;Male;Single;40;Sport;20000 to 29000;400;4;2 to 4;7 years;External;1 vehicle;Liability;0
16137;Honda;Male;Married;54;Sedan;30000 to 39000;400;3;2 to 4;more than 7;External;1 vehicle;All Perils;0
19562;Mazda;Female;Married;43;Sport;20000 to 29000;400;3;more than 4;6 years;External;2 vehicles;Liability;0
13728;Chevrolet;Male;Single;40;Sedan;20000 to 29000;400;2;2 to 4;7 years;External;1 vehicle;All Perils;0
36263;Toyota;Male;Married;45;Sedan;20000 to 29000;400;1;1;7 years;External;1 vehicle;Collision;0
4176;Pontiac;Male;Single;80;Sport;20000 to 29000;700;3;2 to 4;more than 7;External;1 vehicle;Liability;0
31995;VW;Male;Married;42;Sport;40000 to 59000;400;1;1;7 years;External;1 vehicle;Liability;0
38365;Toyota;Male;Married;58;Sedan;less than 20000;400;4;1;more than 7;External;3 to 4;Collision;0
24978;Honda;Male;Married;48;Sedan;30000 to 39000;400;2;none;more than 7;External;1 vehicle;Collision;0
37054;Toyota;Male;Married;34;Sedan;less than 20000;400;4;none;4 years;External;1 vehicle;All Perils;0
22676;Honda;Male;Married;19;Sport;more than 69000;400;4;none;2 years;External;1 vehicle;Collision;1
27443;Accura;Male;Married;48;Sedan;30000 to 39000;400;3;none;more than 7;External;1 vehicle;Collision;0
2161;Pontiac;Male;Married;37;Sport;30000 to 39000;400;2;more than 4;7 years;External;1 vehicle;Liability;0
48282;Mazda;Female;Single;58;Sedan;less than 20000;400;3;1;7 years;External;1 vehicle;Collision;0
40287;Pontiac;Male;Married;44;Sport;30000 to 39000;400;4;2 to 4;7 years;External;1 vehicle;Liability;0
48157;Mazda;Male;Married;68;Sport;20000 to 29000;400;2;2 to 4;more than 7;External;1 vehicle;Liability;0
42849;Pontiac;Male;Married;65;Sedan;30000 to 39000;400;1;1;6 years;External;1 vehicle;Collision;0
3637;Honda;Male;Single;22;Sport;20000 to 29000;400;4;1;6 years;External;1 vehicle;Liability;0
4038;Accura;Male;Married;45;Sport;more than 69000;400;2;1;more than 7;External;1 vehicle;Liability;0
225;Pontiac;Male;Married;51;Sport;20000 to 29000;400;2;1;6 years;External;1 vehicle;Liability;0
6593;Pontiac;Female;Single;58;Sport;20000 to 29000;400;4;2 to 4;more than 7;External;1 vehicle;Liability;0
48229;Pontiac;Male;Married;32;Sedan;30000 to 39000;400;1;2 to 4;6 years;External;1 vehicle;All Perils;0
13299;Mazda;Male;Married;26;Sedan;20000 to 29000;400;3;none;6 years;External;1 vehicle;All Perils;0
8113;Mazda;Male;Married;32;Sedan;20000 to 29000;400;4;1;7 years;External;1 vehicle;All Perils;0
47278;Pontiac;Female;Single;40;Sport;20000 to 29000;400;3;none;5 years;External;1 vehicle;Liability;0
15676;Honda;Male;Single;0;Utility;more than 69000;400;1;2 to 4;new;External;1 vehicle;All Perils;0
22724;Toyota;Male;Single;24;Sedan;20000 to 29000;400;4;more than 4;5 years;External;1 vehicle;Collision;1
6969;Mazda;Male;Single;26;Sedan;20000 to 29000;400;3;2 to 4;6 years;External;1 vehicle;Collision;1
43441;Pontiac;Male;Married;50;Sedan;30000 to 39000;400;2;none;more than 7;External;1 vehicle;Collision;0
48593;VW;Male;Married;80;Sport;30000 to 39000;400;2;2 to 4;more than 7;External;1 vehicle;Liability;0
5371;Pontiac;Female;Single;33;Sedan;20000 to 29000;400;4;none;5 years;External;3 to 4;Collision;1
13888;Chevrolet;Male;Married;60;Sedan;20000 to 29000;400;3;none;more than 7;External;1 vehicle;All Perils;0
41809;Pontiac;Male;Single;31;Sedan;20000 to 29000;400;3;2 to 4;6 years;External;1 vehicle;Collision;0
36558;Accura;Male;Married;72;Sedan;20000 to 29000;400;2;none;5 years;External;1 vehicle;All Perils;1
36534;Chevrolet;Male;Married;28;Sedan;20000 to 29000;400;4;2 to 4;6 years;External;1 vehicle;Collision;0
21564;Pontiac;Male;Single;21;Sedan;more than 69000;400;4;none;5 years;External;1 vehicle;Collision;0
14668;Pontiac;Male;Married;65;Sedan;less than 20000;700;3;1;7 years;External;1 vehicle;All Perils;0
43504;Accura;Male;Married;44;Sedan;30000 to 39000;400;2;1;7 years;External;2 vehicles;All Perils;0
39714;Honda;Male;Single;0;Sedan;more than 69000;400;4;none;new;External;1 vehicle;All Perils;1
32885;Mazda;Male;Married;43;Sport;30000 to 39000;400;4;2 to 4;more than 7;External;1 vehicle;Liability;0
17564;Pontiac;Male;Married;45;Sedan;30000 to 39000;400;2;1;more than 7;External;1 vehicle;Collision;0
24470;Pontiac;Male;Married;57;Sport;20000 to 29000;400;2;more than 4;more than 7;External;1 vehicle;Liability;0
38477;Pontiac;Male;Married;46;Sedan;20000 to 29000;400;4;more than 4;more than 7;External;1 vehicle;Collision;0
9202;Toyota;Male;Married;55;Sedan;20000 to 29000;400;4;1;more than 7;External;1 vehicle;All Perils;1
29337;Pontiac;Female;Married;59;Sport;20000 to 29000;400;1;1;7 years;External;1 vehicle;Liability;0
23304;Accura;Male;Married;50;Sedan;20000 to 29000;400;3;none;more than 7;External;3 to 4;All Perils;0
23351;Mercury;Male;Married;29;Sedan;less than 20000;400;3;none;6 years;External;1 vehicle;All Perils;0
45298;Chevrolet;Male;Single;43;Utility;more than 69000;400;3;2 to 4;6 years;External;1 vehicle;All Perils;0
14965;Pontiac;Male;Married;63;Sedan;20000 to 29000;400;4;2 to 4;more than 7;External;1 vehicle;All Perils;0
10494;Mazda;Male;Single;31;Sedan;20000 to 29000;400;3;none;5 years;External;1 vehicle;Collision;1
25006;Chevrolet;Male;Married;36;Sedan;30000 to 39000;400;1;2 to 4;5 years;External;2 vehicles;All Perils;0
3250;Honda;Female;Married;42;Sport;more than 69000;400;4;none;7 years;External;1 vehicle;Collision;0
22387;Chevrolet;Male;Married;34;Utility;more than 69000;400;1;none;5 years;External;1 vehicle;Liability;0
12067;Accura;Male;Married;51;Sedan;20000 to 29000;400;2;2 to 4;more than 7;External;1 vehicle;Collision;0
33773;Honda;Male;Single;21;Sport;20000 to 29000;400;1;2 to 4;5 years;External;1 vehicle;Liability;0
27144;Pontiac;Male;Married;30;Sedan;20000 to 29000;400;4;2 to 4;7 years;External;1 vehicle;All Perils;0
1331;Honda;Male;Married;38;Sedan;20000 to 29000;400;2;2 to 4;7 years;External;1 vehicle;Collision;0
12130;Chevrolet;Male;Single;29;Sedan;20000 to 29000;400;3;2 to 4;4 years;External;1 vehicle;Collision;0
2548;Ford;Male;Married;43;Sedan;less than 20000;500;2;none;more than 7;External;1 vehicle;All Perils;1
47092;Toyota;Male;Married;35;Sedan;20000 to 29000;400;1;none;5 years;External;1 vehicle;All Perils;0
45438;Pontiac;Male;Single;35;Sport;20000 to 29000;400;3;none;7 years;External;1 vehicle;Liability;0
8809;Toyota;Male;Married;55;Sedan;more than 69000;400;1;none;more than 7;External;1 vehicle;All Perils;0
45759;Chevrolet;Male;Single;35;Sport;20000 to 29000;400;3;2 to 4;6 years;External;1 vehicle;Liability;0
45196;Toyota;Male;Married;43;Sedan;less than 20000;400;3;none;7 years;External;1 vehicle;All Perils;0
32440;Mazda;Male;Married;26;Sedan;20000 to 29000;400;4;1;6 years;External;1 vehicle;Collision;0
48237;Honda;Male;Married;36;Sedan;30000 to 39000;400;3;none;7 years;External;1 vehicle;Collision;0
27658;Pontiac;Female;Married;26;Sedan;less than 20000;400;1;none;5 years;External;1 vehicle;All Perils;0
25596;Mazda;Female;Single;61;Sport;20000 to 29000;400;4;more than 4;7 years;External;1 vehicle;Liability;0
45809;Accura;Male;Married;51;Utility;more than 69000;400;4;1;5 years;External;1 vehicle;All Perils;1
34296;Chevrolet;Male;Married;35;Sedan;20000 to 29000;400;4;none;7 years;External;1 vehicle;Collision;0
23548;Toyota;Male;Married;55;Sedan;20000 to 29000;400;2;none;more than 7;External;1 vehicle;All Perils;0
12379;Ford;Female;Married;31;Sport;30000 to 39000;400;3;2 to 4;7 years;External;1 vehicle;Liability;0
13879;Honda;Male;Married;32;Sedan;20000 to 29000;400;2;more than 4;6 years;External;1 vehicle;Collision;0
27233;Saturn;Male;Married;37;Sedan;40000 to 59000;400;2;2 to 4;7 years;External;1 vehicle;Collision;0
27993;Chevrolet;Male;Married;33;Utility;more than 69000;400;2;more than 4;7 years;External;1 vehicle;All Perils;0
2666;Ford;Male;Married;62;Sedan;20000 to 29000;400;3;1;more than 7;External;1 vehicle;All Perils;1
34448;Mazda;Male;Married;36;Sport;more than 69000;400;1;more than 4;7 years;External;1 vehicle;Liability;0
23294;Ford;Male;Married;49;Utility;more than 69000;400;3;none;more than 7;External;1 vehicle;All Perils;0
33890;Honda;Male;Married;33;Sedan;30000 to 39000;400;2;2 to 4;6 years;External;2 vehicles;All Perils;0
43287;Mazda;Male;Married;54;Sedan;20000 to 29000;400;1;none;more than 7;External;1 vehicle;All Perils;0
29813;Honda;Male;Single;28;Sport;20000 to 29000;400;1;2 to 4;6 years;Internal;1 vehicle;Liability;0
40390;Chevrolet;Male;Single;39;Sport;20000 to 29000;400;3;more than 4;7 years;External;1 vehicle;Liability;0
16794;Honda;Male;Single;36;Sport;more than 69000;400;4;2 to 4;7 years;External;1 vehicle;Liability;0
25990;Toyota;Male;Married;36;Sport;20000 to 29000;400;2;2 to 4;7 years;External;1 vehicle;Liability;0
13385;Honda;Male;Married;33;Sport;20000 to 29000;400;2;2 to 4;6 years;External;1 vehicle;Liability;0
34459;Mazda;Male;Married;48;Sedan;30000 to 39000;400;3;none;more than 7;External;1 vehicle;All Perils;0
8542;Toyota;Male;Married;44;Sedan;30000 to 39000;700;2;1;more than 7;External;1 vehicle;Collision;1
14168;Chevrolet;Male;Single;33;Sedan;20000 to 29000;400;4;none;5 years;External;1 vehicle;Collision;0
47449;Honda;Male;Married;39;Sedan;20000 to 29000;400;1;none;7 years;External;1 vehicle;Collision;0
9532;Pontiac;Male;Married;37;Sedan;20000 to 29000;400;4;2 to 4;more than 7;External;2 vehicles;Collision;0
13545;Chevrolet;Male;Married;22;Sport;20000 to 29000;400;1;2 to 4;5 years;External;1 vehicle;Liability;0
10050;Mazda;Male;Married;50;Sedan;30000 to 39000;500;1;2 to 4;more than 7;External;2 vehicles;Collision;0
29533;Toyota;Male;Married;30;Sedan;20000 to 29000;400;2;none;6 years;External;1 vehicle;Collision;0
31278;Honda;Male;Married;37;Sedan;less than 20000;400;1;none;more than 7;External;2 vehicles;All Perils;0
12663;Toyota;Male;Married;50;Sport;20000 to 29000;400;3;2 to 4;more than 7;External;1 vehicle;Liability;1
12747;Pontiac;Male;Married;33;Sport;20000 to 29000;400;4;2 to 4;7 years;External;1 vehicle;Liability;0
29852;Toyota;Male;Single;32;Sedan;20000 to 29000;400;2;none;7 years;External;1 vehicle;Collision;0
45623;Mazda;Male;Single;20;Sport;20000 to 29000;400;2;more than 4;2 years;External;1 vehicle;Liability;0
26526;Honda;Male;Married;42;Sedan;less than 20000;400;1;1;7 years;External;1 vehicle;All Perils;0
40356;Pontiac;Male;Married;61;Sport;20000 to 29000;400;3;2 to 4;more than 7;External;1 vehicle;Liability;0
41967;Pontiac;Male;Married;50;Sport;20000 to 29000;400;1;more than 4;7 years;External;1 vehicle;Liability;0
40612;Toyota;Male;Married;56;Sedan;20000 to 29000;400;3;none;more than 7;External;1 vehicle;All Perils;0
30928;Toyota;Male;Single;28;Sport;20000 to 29000;400;2;2 to 4;6 years;External;1 vehicle;Liability;0
41207;Honda;Male;Married;34;Sport;30000 to 39000;400;2;none;6 years;External;1 vehicle;Liability;0
48650;Toyota;Male;Married;46;Sedan;30000 to 39000;400;3;none;more than 7;External;1 vehicle;Collision;0
2078;Mazda;Female;Married;45;Sport;30000 to 39000;400;1;2 to 4;7 years;External;1 vehicle;Liability;0
30090;Chevrolet;Male;Married;56;Sport;30000 to 39000;400;1;more than 4;more than 7;External;1 vehicle;Liability;0
494;Mazda;Female;Married;28;Sedan;20000 to 29000;400;2;none;7 years;External;1 vehicle;Collision;0
22757;Chevrolet;Male;Married;51;Sedan;30000 to 39000;400;3;1;more than 7;External;1 vehicle;All Perils;0
27874;Chevrolet;Male;Married;61;Sport;30000 to 39000;400;2;2 to 4;more than 7;External;1 vehicle;Liability;0
1169;Toyota;Male;Married;33;Sedan;less than 20000;400;1;none;6 years;External;1 vehicle;All Perils;0
35716;Mazda;Male;Single;29;Sport;20000 to 29000;400;4;2 to 4;6 years;External;1 vehicle;Liability;0
18357;Pontiac;Male;Single;36;Sport;20000 to 29000;400;4;more than 4;7 years;External;1 vehicle;Liability;0
46551;Chevrolet;Male;Married;26;Utility;more than 69000;400;2;none;6 years;External;1 vehicle;All Perils;1
44441;Honda;Female;Married;37;Sport;20000 to 29000;400;4;2 to 4;6 years;External;1 vehicle;Liability;0
171;Pontiac;Male;Married;59;Sedan;more than 69000;400;2;1;more than 7;External;2 vehicles;Collision;0
41528;Toyota;Male;Married;31;Sedan;20000 to 29000;400;2;1;5 years;External;1 vehicle;All Perils;0
