Month;WeekOfMonth;DayOfWeek;AccidentArea;DayOfWeekClaimed;MonthClaimed;WeekOfMonthClaimed;PolicyNumber;Fault;RepNumber;Days_Policy_Accident;Days_Policy_Claim;PoliceReportFiled;WitnessPresent;NumberOfSuppliments;AddressChange_Claim;Year;FraudFound_P;Make;Sex;MaritalStatus;Age;VehicleCategory;VehiclePrice;Deductible;DriverRating;PastNumberOfClaims;AgeOfVehicle;AgentType;NumberOfCars;BasePolicy
Jun;5;Friday;Urban;Saturday;Jul;1;2311;Policy Holder;6;more than 30;more than 30;No;No;none;no change;1995;0;Honda;Male;Single;30;Sedan;20000 to 29000;400;3;none;6 years;External;1 vehicle;Collision
May;5;Monday;Rural;Monday;May;5;47798;Policy Holder;2;more than 30;more than 30;No;No;none;no change;1994;0;Toyota;Male;Single;33;Sedan;less than 20000;400;1;none;6 years;External;1 vehicle;Collision
Dec;4;Friday;Rural;Monday;Jan;1;30096;Policy Holder;7;more than 30;more than 30;No;No;more than 5;no change;1994;0;Pontiac;Male;Single;35;Sport;30000 to 39000;400;3;more than 4;5 years;External;1 vehicle;Liability
Aug;3;Tuesday;Urban;Wednesday;Aug;4;3319;Policy Holder;2;more than 30;more than 30;No;No;none;no change;1994;0;Pontiac;Male;Married;80;Sedan;30000 to 39000;400;1;1;more than 7;External;1 vehicle;All Perils
Aug;1;Thursday;Rural;Thursday;Oct;1;39937;Third Party;3;more than 30;more than 30;No;No;3 to 5;no change;1995;0;Toyota;Male;Married;58;Sport;30000 to 39000;400;2;1;more than 7;External;1 vehicle;Liability
Jan;1;Sunday;Urban;Monday;Jan;2;1249;Policy Holder;1;more than 30;more than 30;No;No;none;no change;1996;0;Mazda;Female;Divorced;51;Sedan;20000 to 29000;400;1;more than 4;7 years;External;1 vehicle;Collision
May;1;Tuesday;Urban;Thursday;May;1;15536;Policy Holder;13;more than 30;more than 30;No;No;none;no change;1996;0;Pontiac;Female;Single;32;Sport;20000 to 29000;400;2;1;4 years;External;1 vehicle;Liability
Apr;4;Sunday;Urban;Monday;Apr;4;32176;Third Party;13;more than 30;more than 30;No;No;more than 5;no change;1995;0;Pontiac;Male;Married;28;Sedan;20000 to 29000;400;2;1;6 years;External;1 vehicle;All Perils
Sep;1;Saturday;Rural;Saturday;Sep;1;40667;Third Party;4;more than 30;more than 30;Yes;Yes;1 to 2;no change;1995;0;Mazda;Male;Single;34;Sedan;30000 to 39000;400;2;2 to 4;6 years;External;1 vehicle;Collision
Dec;1;Tuesday;Urban;Monday;Dec;2;1054;Third Party;3;more than 30;more than 30;No;No;none;no change;1994;0;Toyota;Male;Single;24;Sedan;20000 to 29000;400;4;none;4 years;External;1 vehicle;Collision
Sep;3;Friday;Rural;Monday;Dec;1;1487;Policy Holder;12;more than 30;more than 30;No;No;1 to 2;no change;1995;0;Toyota;Female;Single;26;Sport;20000 to 29000;400;2;1;5 years;External;1 vehicle;Liability
Jul;5;Monday;Rural;Tuesday;Aug;1;30710;Policy Holder;15;more than 30;more than 30;No;No;none;4 to 8 years;1994;0;Chevrolet;Male;Married;41;Sedan;30000 to 39000;400;4;none;more than 7;External;3 to 4;Collision
Dec;2;Wednesday;Urban;Thursday;Dec;3;17672;Policy Holder;6;more than 30;more than 30;No;No;none;no change;1994;0;Chevrolet;Male;Single;35;Sport;30000 to 39000;400;3;2 to 4;6 years;External;1 vehicle;Liability
May;2;Tuesday;Rural;Monday;May;3;16594;Policy Holder;15;more than 30;more than 30;No;No;3 to 5;no change;1994;1;Toyota;Female;Single;41;Sedan;less than 20000;400;2;2 to 4;7 years;External;1 vehicle;All Perils
Dec;3;Wednesday;Urban;Thursday;Dec;3;27093;Policy Holder;5;more than 30;more than 30;No;No;3 to 5;no change;1994;0;Toyota;Male;Single;49;Sport;20000 to 29000;400;4;none;7 years;External;1 vehicle;Liability
Jan;4;Saturday;Urban;Monday;Jan;4;45105;Policy Holder;8;more than 30;more than 30;No;No;1 to 2;no change;1995;0;Toyota;Male;Married;50;Sedan;less than 20000;400;2;none;more than 7;External;1 vehicle;Collision
May;3;Sunday;Urban;Monday;May;3;8550;Policy Holder;7;more than 30;more than 30;No;No;none;no change;1994;0;Toyota;Male;Married;45;Sport;20000 to 29000;400;4;2 to 4;more than 7;External;1 vehicle;Liability
Feb;2;Monday;Urban;Thursday;Feb;2;9632;Policy Holder;7;more than 30;more than 30;No;No;none;no change;1994;0;Chevrolet;Male;Married;50;Sedan;30000 to 39000;400;3;1;more than 7;External;1 vehicle;Collision
Nov;1;Friday;Urban;Wednesday;Dec;3;33425;Policy Holder;6;more than 30;more than 30;Yes;No;1 to 2;no change;1994;0;Toyota;Male;Married;39;Sedan;20000 to 29000;400;2;none;7 years;External;1 vehicle;Collision
Dec;4;Thursday;Urban;Monday;Dec;4;27188;Third Party;4;more than 30;more than 30;No;No;none;no change;1995;0;Toyota;Male;Married;41;Sedan;30000 to 39000;400;3;none;6 years;External;1 vehicle;All Perils
Dec;3;Saturday;Urban;Wednesday;Dec;5;3565;Policy Holder;11;more than 30;more than 30;No;No;none;no change;1996;0;Mercury;Female;Single;29;Sedan;20000 to 29000;400;4;none;6 years;External;1 vehicle;Collision
Nov;2;Friday;Urban;Wednesday;Nov;4;14935;Policy Holder;16;more than 30;more than 30;No;No;more than 5;no change;1996;0;Chevrolet;Female;Married;29;Sedan;20000 to 29000;400;2;2 to 4;4 years;External;1 vehicle;Collision
Aug;2;Tuesday;Urban;Tuesday;Aug;2;45032;Third Party;1;more than 30;more than 30;No;No;1 to 2;no change;1994;0;Honda;Male;Married;62;Sedan;20000 to 29000;400;4;2 to 4;more than 7;External;1 vehicle;All Perils
Apr;2;Saturday;Urban;Wednesday;Apr;3;1374;Policy Holder;8;more than 30;more than 30;No;No;none;1 year;1996;0;Pontiac;Male;Single;26;Sedan;20000 to 29000;400;3;2 to 4;3 years;External;1 vehicle;All Perils
Jan;4;Wednesday;Urban;Wednesday;Feb;1;44786;Third Party;16;more than 30;more than 30;No;No;none;no change;1996;0;Honda;Male;Married;76;Sport;more than 69000;400;2;2 to 4;6 years;External;1 vehicle;Collision
Oct;1;Friday;Urban;Friday;Oct;1;30967;Third Party;13;more than 30;more than 30;No;No;more than 5;no change;1994;0;Toyota;Male;Married;51;Sedan;less than 20000;400;2;none;more than 7;External;1 vehicle;All Perils
Jun;5;Wednesday;Urban;Wednesday;Jun;5;27688;Policy Holder;7;more than 30;more than 30;No;No;more than 5;no change;1996;0;Honda;Male;Married;55;Sport;20000 to 29000;400;2;2 to 4;7 years;External;3 to 4;Liability
Sep;5;Thursday;Urban;Thursday;Sep;5;37543;Policy Holder;15;more than 30;more than 30;No;No;more than 5;no change;1996;0;Mazda;Female;Married;49;Sport;30000 to 39000;400;3;1;7 years;External;1 vehicle;Liability
Jul;2;Friday;Urban;Tuesday;Jul;2;33281;Policy Holder;10;more than 30;more than 30;No;No;none;no change;1996;0;Pontiac;Male;Married;38;Sedan;20000 to 29000;400;2;more than 4;more than 7;External;1 vehicle;Collision
Apr;1;Tuesday;Urban;Wednesday;Apr;1;33599;Third Party;1;more than 30;more than 30;No;No;none;no change;1995;0;Honda;Male;Single;35;Sedan;20000 to 29000;400;3;none;6 years;External;1 vehicle;All Perils
Jan;3;Friday;Urban;Friday;Jan;3;40959;Policy Holder;1;more than 30;more than 30;No;No;3 to 5;no change;1995;0;Chevrolet;Male;Married;57;Sport;20000 to 29000;400;4;more than 4;more than 7;External;1 vehicle;Liability
Sep;2;Saturday;Rural;Tuesday;Sep;3;44813;Third Party;5;more than 30;more than 30;No;No;none;no change;1995;0;Honda;Male;Single;0;Sport;more than 69000;400;3;2 to 4;new;External;1 vehicle;Liability
Oct;3;Saturday;Urban;Tuesday;Oct;3;16941;Policy Holder;4;more than 30;more than 30;No;No;3 to 5;no change;1995;1;Mazda;Female;Married;46;Sedan;30000 to 39000;400;3;more than 4;more than 7;External;1 vehicle;Collision
Dec;5;Saturday;Urban;Tuesday;Jan;5;9742;Policy Holder;16;more than 30;more than 30;No;No;none;no change;1996;0;Chevrolet;Male;Married;48;Sport;20000 to 29000;400;3;more than 4;more than 7;External;1 vehicle;Liability
Apr;2;Monday;Urban;Tuesday;Apr;3;46980;Policy Holder;8;more than 30;more than 30;No;No;1 to 2;no change;1996;0;Honda;Male;Single;32;Sedan;20000 to 29000;400;1;2 to 4;6 years;External;1 vehicle;Collision
May;5;Wednesday;Urban;Thursday;Jun;1;45469;Policy Holder;8;more than 30;more than 30;No;No;none;no change;1994;0;Toyota;Male;Married;54;Sport;20000 to 29000;400;2;2 to 4;more than 7;External;1 vehicle;Liability
May;3;Sunday;Urban;Thursday;May;4;41743;Policy Holder;15;more than 30;more than 30;No;No;none;no change;1995;0;Pontiac;Female;Married;45;Sport;30000 to 39000;400;3;2 to 4;7 years;External;1 vehicle;Liability
Feb;3;Monday;Rural;Tuesday;Feb;3;32422;Third Party;10;more than 30;more than 30;No;No;none;no change;1994;0;Toyota;Male;Married;32;Sedan;less than 20000;400;2;2 to 4;6 years;External;1 vehicle;All Perils
Aug;4;Monday;Urban;Thursday;Aug;5;2415;Policy Holder;4;more than 30;more than 30;No;No;none;no change;1994;0;Pontiac;Male;Single;32;Sedan;30000 to 39000;400;4;none;6 years;External;1 vehicle;Collision
Jan;3;Friday;Urban;Tuesday;Jan;4;25428;Third Party;6;more than 30;more than 30;No;No;none;no change;1994;0;Mazda;Female;Single;27;Sedan;20000 to 29000;400;2;none;4 years;External;1 vehicle;All Perils
Nov;4;Sunday;Urban;Monday;Nov;4;14725;Third Party;8;more than 30;more than 30;No;No;none;no change;1994;0;Honda;Male;Single;34;Sport;20000 to 29000;400;3;none;6 years;External;1 vehicle;Liability
Jan;4;Saturday;Rural;Monday;Jan;4;29954;Policy Holder;13;more than 30;more than 30;No;No;none;no change;1996;0;Mazda;Male;Married;36;Sport;20000 to 29000;400;1;2 to 4;7 years;External;1 vehicle;Liability
Mar;4;Sunday;Urban;Tuesday;Apr;1;32950;Policy Holder;10;more than 30;more than 30;No;No;more than 5;no change;1996;0;Mazda;Male;Single;23;Sedan;20000 to 29000;400;4;2 to 4;6 years;External;1 vehicle;Collision
Feb;1;Saturday;Urban;Tuesday;Feb;2;17574;Policy Holder;9;more than 30;more than 30;No;No;none;no change;1995;0;Honda;Female;Married;29;Sport;30000 to 39000;400;1;more than 4;7 years;External;1 vehicle;Liability
Aug;3;Thursday;Urban;Friday;Aug;3;22565;Third Party;16;more than 30;more than 30;No;No;3 to 5;no change;1995;0;Mazda;Male;Married;30;Sedan;20000 to 29000;400;4;1;5 years;External;1 vehicle;Collision
Jun;3;Friday;Urban;Tuesday;Jun;3;20184;Policy Holder;12;more than 30;more than 30;No;No;none;no change;1995;0;Pontiac;Male;Married;43;Sedan;30000 to 39000;400;2;1;7 years;External;1 vehicle;Collision
May;2;Sunday;Urban;Friday;May;2;31048;Third Party;11;more than 30;more than 30;No;No;none;no change;1994;0;Toyota;Female;Married;41;Sedan;20000 to 29000;400;3;1;6 years;External;3 to 4;Collision
Oct;4;Saturday;Urban;Tuesday;Oct;4;38355;Third Party;16;more than 30;more than 30;No;No;1 to 2;no change;1995;0;Toyota;Male;Married;41;Sedan;30000 to 39000;400;2;none;7 years;External;1 vehicle;All Perils
Nov;3;Thursday;Urban;Friday;Nov;3;29291;Policy Holder;6;more than 30;more than 30;No;No;more than 5;no change;1995;0;Dodge;Male;Married;42;Sport;30000 to 39000;400;4;2 to 4;7 years;External;1 vehicle;Liability
Nov;2;Monday;Urban;Wednesday;Nov;2;38790;Policy Holder;4;more than 30;more than 30;No;No;none;no change;1995;0;Mazda;Female;Single;31;Sport;20000 to 29000;400;4;2 to 4;6 years;External;1 vehicle;Liability
Sep;4;Sunday;Urban;Sunday;Oct;1;40970;Third Party;15;more than 30;more than 30;No;No;3 to 5;no change;1996;0;Honda;Male;Married;41;Sedan;more than 69000;400;1;2 to 4;7 years;External;1 vehicle;All Perils
Sep;4;Tuesday;Urban;Wednesday;Sep;5;14016;Third Party;13;more than 30;more than 30;No;No;none;no change;1996;0;Toyota;Male;Married;29;Sedan;20000 to 29000;400;1;none;6 years;External;1 vehicle;All Perils
Dec;2;Monday;Urban;Wednesday;Dec;3;41022;Policy Holder;2;more than 30;more than 30;Yes;No;1 to 2;no change;1995;0;Honda;Male;Married;35;Sport;more than 69000;400;4;2 to 4;6 years;External;1 vehicle;Liability
May;2;Friday;Urban;Wednesday;Jun;1;887;Policy Holder;8;more than 30;more than 30;No;No;none;no change;1996;0;Accura;Male;Married;30;Sedan;30000 to 39000;400;3;1;6 years;External;1 vehicle;All Perils
Apr;4;Tuesday;Urban;Tuesday;May;4;35390;Third Party;9;more than 30;more than 30;No;No;more than 5;no change;1996;0;Pontiac;Male;Married;42;Sport;30000 to 39000;400;4;2 to 4;7 years;External;1 vehicle;Liability
Apr;4;Sunday;Urban;Monday;Apr;4;8987;Policy Holder;10;more than 30;more than 30;No;No;none;no change;1996;0;Toyota;Female;Single;29;Sport;20000 to 29000;400;4;2 to 4;7 years;External;1 vehicle;Liability
Jul;4;Saturday;Urban;Monday;Jul;4;31861;Third Party;15;more than 30;more than 30;No;No;none;no change;1996;0;Pontiac;Male;Single;32;Sedan;30000 to 39000;400;3;2 to 4;6 years;External;1 vehicle;Collision
Feb;2;Monday;Urban;Tuesday;Feb;3;23855;Policy Holder;6;more than 30;more than 30;No;No;more than 5;no change;1995;0;Mazda;Female;Single;52;Sedan;20000 to 29000;400;3;more than 4;more than 7;External;1 vehicle;Collision
Apr;3;Tuesday;Urban;Wednesday;Apr;3;43954;Policy Holder;14;more than 30;more than 30;No;No;none;no change;1996;0;Ford;Male;Married;42;Sedan;40000 to 59000;400;4;more than 4;7 years;External;1 vehicle;All Perils
Jul;3;Friday;Urban;Thursday;Jul;3;4208;Policy Holder;3;8 to 15;more than 30;No;No;none;no change;1996;0;Honda;Male;Single;34;Sport;30000 to 39000;700;3;none;7 years;External;1 vehicle;Liability
Sep;4;Wednesday;Urban;Friday;Oct;4;20788;Policy Holder;2;more than 30;more than 30;No;No;3 to 5;no change;1994;0;Pontiac;Male;Married;46;Sport;30000 to 39000;400;4;2 to 4;more than 7;External;1 vehicle;Liability
Apr;4;Monday;Urban;Monday;May;2;44482;Third Party;3;more than 30;more than 30;No;No;1 to 2;no change;1996;0;Toyota;Male;Single;44;Sedan;20000 to 29000;400;4;1;6 years;External;1 vehicle;Collision
May;2;Monday;Urban;Friday;Dec;1;29644;Policy Holder;9;more than 30;more than 30;No;No;none;no change;1995;0;Accura;Male;Single;28;Sedan;20000 to 29000;400;4;1;6 years;External;1 vehicle;All Perils
Mar;2;Wednesday;Urban;Wednesday;Mar;2;10585;Policy Holder;8;more than 30;more than 30;No;No;more than 5;no change;1994;0;Chevrolet;Female;Married;55;Sport;20000 to 29000;400;3;none;more than 7;Internal;1 vehicle;Liability
Oct;5;Tuesday;Urban;Friday;Nov;1;36274;Third Party;1;more than 30;more than 30;No;No;none;no change;1995;0;Pontiac;Male;Married;52;Sedan;less than 20000;400;2;none;7 years;External;1 vehicle;All Perils
Apr;4;Monday;Urban;Tuesday;Apr;4;9843;Policy Holder;4;more than 30;more than 30;No;No;more than 5;no change;1996;1;Chevrolet;Male;Single;29;Sedan;30000 to 39000;400;3;more than 4;6 years;External;1 vehicle;All Perils
Apr;1;Saturday;Urban;Friday;Apr;2;24797;Third Party;6;more than 30;more than 30;No;No;1 to 2;no change;1996;0;Mazda;Male;Married;28;Sport;30000 to 39000;400;4;1;7 years;External;1 vehicle;Liability
Jun;2;Wednesday;Urban;Monday;Jun;4;28102;Policy Holder;5;more than 30;more than 30;No;No;1 to 2;no change;1994;0;Chevrolet;Male;Married;46;Sedan;30000 to 39000;400;1;1;more than 7;Internal;1 vehicle;Collision
Jan;3;Saturday;Urban;Monday;Jan;4;12954;Policy Holder;6;more than 30;more than 30;No;No;none;2 to 3 years;1996;0;Pontiac;Male;Married;62;Sport;20000 to 29000;500;1;2 to 4;7 years;External;1 vehicle;Liability
May;4;Saturday;Urban;Friday;Jun;1;28723;Policy Holder;6;more than 30;more than 30;No;No;more than 5;no change;1996;0;Pontiac;Female;Married;32;Sedan;20000 to 29000;400;4;1;6 years;External;1 vehicle;Collision
Jan;4;Tuesday;Urban;Tuesday;Jan;4;19050;Third Party;16;more than 30;more than 30;No;No;more than 5;no change;1996;0;Mazda;Male;Married;26;Sedan;20000 to 29000;400;1;1;7 years;External;1 vehicle;All Perils
Aug;4;Thursday;Urban;Thursday;Aug;5;25852;Policy Holder;5;more than 30;more than 30;No;No;none;no change;1996;0;Mazda;Male;Single;38;Sport;20000 to 29000;400;3;1;3 years;External;1 vehicle;Liability
May;2;Monday;Rural;Wednesday;May;2;16007;Policy Holder;2;more than 30;more than 30;No;No;none;no change;1994;1;Accura;Male;Married;35;Sedan;more than 69000;400;4;2 to 4;7 years;External;1 vehicle;All Perils
Feb;4;Saturday;Urban;Wednesday;Mar;1;20040;Policy Holder;2;more than 30;more than 30;No;No;1 to 2;no change;1995;0;Honda;Male;Married;41;Sport;20000 to 29000;400;1;none;7 years;External;1 vehicle;Liability
Jun;1;Friday;Urban;Thursday;Jun;2;1674;Third Party;14;more than 30;more than 30;No;No;more than 5;2 to 3 years;1994;0;Chevrolet;Male;Married;46;Sedan;40000 to 59000;500;2;more than 4;7 years;External;1 vehicle;Collision
Feb;2;Thursday;Urban;Friday;Feb;2;28352;Policy Holder;8;more than 30;more than 30;No;No;none;no change;1995;0;Honda;Male;Married;61;Sedan;more than 69000;400;4;1;new;External;1 vehicle;All Perils
May;2;Friday;Urban;Monday;May;3;6217;Policy Holder;5;more than 30;more than 30;No;No;more than 5;no change;1996;0;Mazda;Male;Married;40;Sport;30000 to 39000;400;3;2 to 4;7 years;External;1 vehicle;Liability
Sep;4;Monday;Urban;Tuesday;Oct;1;47017;Policy Holder;1;more than 30;more than 30;No;No;1 to 2;no change;1994;0;Mazda;Male;Married;28;Sedan;20000 to 29000;400;1;none;5 years;External;1 vehicle;Collision
Jul;1;Saturday;Urban;Tuesday;Jul;2;36494;Policy Holder;3;more than 30;more than 30;Yes;No;more than 5;no change;1996;1;Pontiac;Male;Single;22;Sedan;less than 20000;400;4;2 to 4;5 years;External;1 vehicle;All Perils
Jan;3;Thursday;Urban;Wednesday;Jan;4;11987;Policy Holder;8;more than 30;more than 30;No;No;3 to 5;no change;1994;0;Pontiac;Male;Married;48;Sport;30000 to 39000;400;3;more than 4;more than 7;External;1 vehicle;Liability
Feb;4;Friday;Urban;Friday;Mar;1;14770;Third Party;6;more than 30;more than 30;No;No;1 to 2;no change;1994;0;Toyota;Male;Married;26;Sedan;20000 to 29000;400;2;2 to 4;6 years;External;1 vehicle;Collision
Jul;1;Wednesday;Urban;Wednesday;Jul;1;3378;Policy Holder;2;more than 30;more than 30;No;No;none;no change;1995;0;Honda;Male;Married;55;Sedan;20000 to 29000;400;1;1;more than 7;External;1 vehicle;Collision
Jun;2;Wednesday;Urban;Monday;Jun;2;24141;Policy Holder;7;more than 30;more than 30;No;No;1 to 2;no change;1996;1;Chevrolet;Male;Single;42;Sedan;more than 69000;400;2;1;7 years;External;1 vehicle;All Perils
Sep;3;Wednesday;Urban;Friday;Sep;3;11677;Policy Holder;16;more than 30;more than 30;No;No;1 to 2;no change;1995;1;Toyota;Female;Widow;35;Sedan;20000 to 29000;400;1;1;7 years;External;1 vehicle;All Perils
Nov;4;Saturday;Rural;Monday;Nov;5;8902;Policy Holder;8;more than 30;more than 30;No;No;none;no change;1996;0;Ford;Male;Single;30;Sport;30000 to 39000;400;1;more than 4;5 years;External;1 vehicle;Liability
Jan;4;Monday;Urban;Wednesday;Jan;4;46719;Policy Holder;14;more than 30;more than 30;No;No;more than 5;no change;1995;1;Toyota;Male;Married;65;Sedan;20000 to 29000;400;4;more than 4;more than 7;External;1 vehicle;All Perils
Sep;4;Friday;Urban;Friday;Sep;5;43770;Policy Holder;14;more than 30;more than 30;No;No;more than 5;no change;1994;0;Saab;Male;Single;24;Sedan;30000 to 39000;400;4;none;5 years;External;1 vehicle;All Perils
Sep;2;Thursday;Urban;Wednesday;Oct;1;38507;Third Party;14;more than 30;more than 30;No;No;none;no change;1994;0;Honda;Male;Married;46;Sport;more than 69000;400;3;none;more than 7;External;1 vehicle;Collision
Jun;2;Friday;Urban;Monday;Jun;2;21653;Third Party;14;more than 30;more than 30;No;No;none;no change;1994;0;Honda;Male;Married;53;Sedan;20000 to 29000;400;1;none;more than 7;External;1 vehicle;All Perils
Mar;2;Friday;Urban;Tuesday;Mar;3;29296;Policy Holder;8;more than 30;more than 30;No;No;more than 5;no change;1996;0;Toyota;Male;Single;35;Sedan;30000 to 39000;400;4;2 to 4;6 years;External;1 vehicle;Collision
Jun;1;Tuesday;Urban;Tuesday;Jun;1;42512;Policy Holder;5;more than 30;more than 30;No;No;more than 5;no change;1994;0;Pontiac;Female;Single;36;Sedan;20000 to 29000;400;3;2 to 4;7 years;External;1 vehicle;Collision
Sep;4;Friday;Urban;Friday;Oct;3;731;Third Party;3;more than 30;more than 30;No;No;3 to 5;no change;1995;0;Mazda;Male;Married;33;Sport;30000 to 39000;400;2;2 to 4;7 years;External;1 vehicle;Liability
Jan;1;Sunday;Rural;Monday;Jan;2;5400;Policy Holder;2;more than 30;more than 30;No;No;none;4 to 8 years;1996;0;Chevrolet;Male;Married;41;Sedan;30000 to 39000;400;4;none;6 years;External;2 vehicles;Collision
Mar;3;Tuesday;Urban;Thursday;Mar;3;36870;Policy Holder;7;more than 30;more than 30;No;No;3 to 5;no change;1996;0;Accura;Male;Married;59;Sedan;more than 69000;400;1;1;more than 7;External;1 vehicle;All Perils
Oct;2;Wednesday;Urban;Tuesday;Oct;3;48048;Policy Holder;8;more than 30;more than 30;No;No;1 to 2;no change;1995;0;Saturn;Male;Married;49;Sport;60000 to 69000;400;1;2 to 4;7 years;External;1 vehicle;Liability
Jan;2;Friday;Rural;Saturday;Jan;3;27070;Policy Holder;11;more than 30;more than 30;No;No;none;no change;1996;0;Mazda;Female;Married;55;Sedan;less than 20000;400;2;none;7 years;External;1 vehicle;Collision
Apr;1;Saturday;Urban;Monday;Apr;1;41680;Third Party;9;more than 30;more than 30;No;No;none;no change;1996;0;Chevrolet;Female;Single;21;Sedan;20000 to 29000;400;2;none;5 years;External;1 vehicle;All Perils
Sep;3;Sunday;Urban;Friday;Oct;4;27278;Policy Holder;14;more than 30;more than 30;No;No;none;no change;1994;0;Chevrolet;Male;Married;48;Sedan;20000 to 29000;400;3;1;7 years;External;1 vehicle;Collision
